iata,city,state,country
HAO,Hamilton,OH,USA
HAY,Haycock,AK,USA
HBC,Mohall,ND,USA
HBG,Hattiesburg,MS,USA
HBR,Hobart,OK,USA
HBV,Hebbronville,TX,USA
HBZ,Heber Springs,AR,USA
HCD,Hutchinson,MN,USA
HCO,Hallock,MN,USA
HDC,Hammond,LA,USA
HDE,Holdredge,NE,USA
HDH,Mokuleia,HI,USA
HDI,Cleveland,TN,USA
HDN,Hayden,CO,USA
HDO,Hondo,TX,USA
HEE,Helena-West Helena,AR,USA
HEF,Manassas,VA,USA
HEI,Hettinger,ND,USA
HEQ,Holyoke,CO,USA
HEZ,Natchez,MS,USA
HFD,Hartford,CT,USA
HFY,Indianapolis/Greenwood,IN,USA
HGR,Hagerstown,MD,USA
HHF,Canadian,TX,USA
HHG,Huntington,IN,USA
HHH,NA,NA,USA
HHR,Hawthorne,CA,USA
HHW,Hugo,OK,USA
HI01,Hanalei,HI,USA
HIB,Hibbing,MN,USA
HIE,Whitefield,NH,USA
HIG,Higginsville,MO,USA
HII,Lake Havasu City,AZ,USA
HIO,Hillsboro (Portland),OR,USA
HJH,Hebron,NE,USA
HJO,Hanford,CA,USA
HKA,Blytheville,AR,USA
HKS,Jackson,MS,USA
HKY,Hickory,NC,USA
HLC,Hill City,KS,USA
HLG,Wheeling,WV,USA
HLN,Helena,MT,USA
HLX,Galax,VA,USA
HMT,Hemet,CA,USA
HMZ,Bedford,PA,USA
HNB,Huntingburg,IN,USA
HNH,Hoonah,AK,USA
HNL,Honolulu,HI,USA
HNM,Hana,HI,USA
HNR,Harlan,IA,USA
HNS,Haines,AK,USA
HNZ,Oxford,NC,USA
HOB,Hobbs,NM,USA
HOC,Hillsboro,OH,USA
HOE,Homerville,GA,USA
HOM,Homer,AK,USA
HON,Huron,SD,USA
HOT,Hot Springs,AR,USA
HOU,Houston,TX,USA
HPB,Hooper Bay,AK,USA
HPN,White Plains,NY,USA
HPT,Hampton,IA,USA
HQG,Hugoton,KS,USA
HQM,Hoquiam,WA,USA
HQU,Thomson,GA,USA
HQZ,Mesquite,TX,USA
HRI,Hermiston,OR,USA
HRL,Harlingen,TX,USA
HRO,Harrison,AR,USA
HRR,Healy,AK,USA
HRU,Herington,KS,USA
HRX,Hereford,TX,USA
HSA,Bay St Louis,MS,USA
HSB,Harrisburg,IL,USA
HSE,Hatteras,NC,USA
HSI,Hastings,NE,USA
HSL,Huslia,AK,USA
HSP,Hot Springs,VA,USA
HSR,Hot Springs,SD,USA
HSV,Huntsville,AL,USA
HTH,Hawthorne,NV,USA
HTL,Houghton Lake,MI,USA
HTO,East Hampton,NY,USA
HTS,Huntington,WV,USA
HTW,Chesapeake,OH,USA
HUF,Terre Haute,IN,USA
HUL,Houlton,ME,USA
HUM,Houma,LA,USA
HUS,Hughes,AK,USA
HUT,Hutchinson,KS,USA
HVC,Hopkinsville,KY,USA
HVE,Hanksville,UT,USA
HVN,New Haven,CT,USA
HVR,Havre,MT,USA
HVS,Hartsville,SC,USA
HWD,Hayward,CA,USA
HWI,Hawk Inlet,AK,USA
HWO,Hollywood,FL,USA
HWQ,Harlowton,MT,USA
HWV,Shirley,NY,USA
HXD,Hilton Head Island,SC,USA
HXF,Hartford,WI,USA
HYA,Hyannis,MA,USA
HYG,Hydaburg,AK,USA
HYI,San Marcos,TX,USA
HYL,Hollis,AK,USA
HYR,Hayward,WI,USA
HYS,Hays,KS,USA
HYW,Conway,SC,USA
HZD,Huntingdon,TN,USA
HZE,Hazen,ND,USA
HZL,Hazleton,PA,USA
HZR,New Roads,LA,USA
HZY,Ashtabula,OH,USA
I05,Sturgis,KY,USA
I12,Sidney,OH,USA
I16,Pineville,WV,USA
I18,Ravenswood,WV,USA
I19,Dayton,OH,USA
I22,Winchester,IN,USA
I23,Washington Court House,OH,USA
I25,Welch,WV,USA
I32,Morehead,KY,USA
I34,Greensburg,IN,USA
I35,Harlan,KY,USA
I39,Richmond,KY,USA
I40,Coshocton,OH,USA
I42,Paoli,IN,USA
I43,Jackson,OH,USA
I50,Stanton,KY,USA
I57,Waverly,OH,USA
I63,Mt. Sterling,IL,USA
I66,Wilmington,OH,USA
I67,Harrison,OH,USA
I68,Lebanon,OH,USA
I69,Batavia,OH,USA
I74,Urbana,OH,USA
I75,Osceola,IA,USA
I76,Peru,IN,USA
I78,Marysville,OH,USA
I83,Salem,IN,USA
I86,New Lexington,OH,USA
I88,Pontiac,IL,USA
I93,Hardinsburg,KY,USA
I95,Kenton,OH,USA
IAD,Chantilly,VA,USA
IAG,Niagara Falls,NY,USA
IAH,Houston,TX,USA
IAN,Kiana,AK,USA
IBM,Kimball,NE,USA
ICL,Clarinda,IA,USA
ICT,Wichita,KS,USA
IDA,Idaho Falls,ID,USA
IDI,Indiana,PA,USA
IDL,Indianola,MS,USA
IDP,Independence,KS,USA
IEM,Whittier,AK,USA
IEN,Pine Ridge,SD,USA
IER,Natchitoches,LA,USA
IFA,Iowa Falls,IA,USA
IFP,Bullhead City,AZ,USA
IGG,Igiugig,AK,USA
IGM,Kingman,AZ,USA
IGQ,Chicago/Lansing,IL,USA
IGT,Nightmute,AK,USA
IIB,Independence,IA,USA
IIK,Kipnuk,AK,USA
IIY,Washington,GA,USA
IJD,Willimantic,CT,USA
IJX,Jacksonville,IL,USA
IKK,Kankakee,IL,USA
IKV,Ankeny,IA,USA
ILE,Killeen,TX,USA
ILG,Wilmington,DE,USA
ILI,Iliamna,AK,USA
ILM,Wilmington,NC,USA
IML,Imperial,NE,USA
IMM,Immokalee,FL,USA
IMS,Madison,IN,USA
IMT,Iron Mountain/Kingsford,MI,USA
IN03,Indianapolis,IN,USA
IND,Indianapolis,IN,USA
INK,Wink,TX,USA
INL,International Falls,MN,USA
INT,Winston-Salem,NC,USA
INW,Winslow,AZ,USA
IOB,Mount Sterling,KY,USA
IOW,Iowa City,IA,USA
IPJ,Lincolnton,NC,USA
IPL,Imperial,CA,USA
IPT,Williamsport,PA,USA
IRK,Kirksville,MO,USA
IRS,Sturgis,MI,USA
ISM,Orlando,FL,USA
ISN,Williston,ND,USA
ISO,Kinston,NC,USA
ISP,Islip,NY,USA
ISQ,Manistique,MI,USA
ISW,Wisconsin Rapids,WI,USA
ISZ,Cincinnati,OH,USA
ITH,Ithaca,NY,USA
ITO,Hilo,HI,USA
ITR,Burlington,CO,USA
IWA,Phoenix,AZ,USA
IWD,Ironwood,MI,USA
IWH,Wabash,IN,USA
IWI,Wiscasset,ME,USA
IWK,Wales,AK,USA
IWS,Houston,TX,USA
IXD,Olathe,KS,USA
IYK,Inyokern,CA,USA
IYS,Wasilla,AK,USA
IZA,Santa Ynez,CA,USA
IZG,Fryeburg,ME,USA
JAC,Jackson,WY,USA
JAN,Jackson,MS,USA
JAS,Jasper,TX,USA
JAU,Jacksboro,TN,USA
JAX,Jacksonville,FL,USA
JBR,Jonesboro,AR,USA
JCT,Junction,TX,USA
JDN,Jordan,MT,USA
JEF,Jefferson City,MO,USA
JER,Jerome,ID,USA
JES,Jesup,GA,USA
JFK,New York,NY,USA
JFX,Jasper,AL,USA
JHM,Lahaina,HI,USA
JHW,Jamestown,NY,USA
JKA,Gulf Shores,AL,USA
JKJ,Moorhead,MN,USA
JKL,Jackson,KY,USA
JLN,Joplin,MO,USA
JMR,Mora,MN,USA
JMS,Jamestown,ND,USA
JNU,Juneau,AK,USA
JNX,Smithfield,NC,USA
JOT,Chicago/Joliet,IL,USA
JQF,Concord,NC,USA
JRA,New York,NY,USA
JRB,New York,NY,USA
JRF,Kapolei,HI,USA
JSO,Jacksonville,TX,USA
JST,Johnstown,PA,USA
JVL,Janesville,WI,USA
JVY,Jeffersonville,IN,USA
JWG,Watonga,OK,USA
JWN,Nashville,TN,USA
JXN,Jackson,MI,USA
JYG,St James,MN,USA
JYL,Sylvania,GA,USA
JYM,Hillsdale,MI,USA
JYO,Leesburg,VA,USA
JYR,York,NE,USA
JZI,Charleston,SC,USA
JZP,Jasper,GA,USA
JZZ,Koliganek,AK,USA
K01,Auburn,NE,USA
K02,Perryville,MO,USA
K06,Beardstown,IL,USA
K09,Piseco,NY,USA
K15,Osage Beach,MO,USA
K20,Hazard,KY,USA
K22,Prestonburg,KY,USA
K24,Jamestown,KY,USA
K29,Council,AK,USA
K33,Salem,MO,USA
K34,Gardner,KS,USA
K39,St Clair,MO,USA
K46,Blair,NE,USA
K54,Teller,AK,USA
K57,Tarkio,MO,USA
K59,Atchison,KS,USA
K61,Beloit,KS,USA
K62,Falmouth,KY,USA
K67,Oswego,KS,USA
K68,Garnett,KS,USA
K78,Abilene.,KS,USA
K81,Paola,KS,USA
K82,Smith Center,KS,USA
K83,Sabetha,KS,USA
K88,Iola,KS,USA
K89,Macon,MO,USA
K96,Tuscola,IL,USA
KAE,Kake,AK,USA
KAL,Kaltag,AK,USA
KCC,Coffman Cove,AK,USA
KCL,Chignik Flats,AK,USA
KEB,English Bay,AK,USA
KEK,Ekwok,AK,USA
KFP,False Pass,AK,USA
KGX,Grayling,AK,USA
KIB,Ivanof Bay,AK,USA
KIC,King City,CA,USA
KKA,Koyuk,AK,USA
KKB,Kitoi Bay,AK,USA
KLG,Kalskag,AK,USA
KLL,Levelock,AK,USA
KLS,Kelso,WA,USA
KNB,Kanab,UT,USA
KNW,New Stuyahok,AK,USA
KOA,Kailua/Kona,HI,USA
KPB,Point Baker,AK,USA
KPH,Pauloff Harbor,AK,USA
KQA,Akutan,AK,USA
KSM,St. Mary's,AK,USA
KTB,Thorne Bay,AK,USA
KTN,Ketchikan,AK,USA
KTS,Brevig Mission,AK,USA
KVC,King Cove,AK,USA
KVL,Kivalina,AK,USA
KWT,Kwethluk,AK,USA
KXA,Kasaan,AK,USA
KYK,Karluk,AK,USA
KYU,Koyukuk,AK,USA
L04,Holtville,CA,USA
L05,Kernville,CA,USA
L06,Death Valley National Park,CA,USA
L08,Borrego Springs,CA,USA
L12,Redlands,CA,USA
L15,Las Vegas,NV,USA
L17,Taft,CA,USA
L18,Fallbrook,CA,USA
L19,Wasco,CA,USA
L26,Hesperia,CA,USA
L31,Covington,LA,USA
L35,Big Bear,CA,USA
L38,Gonzales,LA,USA
L39,Leesville,LA,USA
L42,Oakdale,LA,USA
L45,Bakersfield,CA,USA
L49,Galliano,LA,USA
L52,Oceano,CA,USA
L67,Rialto,CA,USA
L70,Agua Dulce,CA,USA
L71,California City,CA,USA
L72,Trona,CA,USA
L75,Sulphur,LA,USA
L83,Thibodaux,LA,USA
L84,Lost Hills,CA,USA
L92,Alamo,NV,USA
LAA,Lamar,CO,USA
LAF,Lafayette,IN,USA
LAL,Lakeland,FL,USA
LAM,Los Alamos,NM,USA
LAN,Lansing,MI,USA
LAR,Laramie,WY,USA
LAS,Las Vegas,NV,USA
LAW,Lawton,OK,USA
LAX,Los Angeles,CA,USA
LBB,Lubbock,TX,USA
LBE,Latrobe,PA,USA
LBF,North Platte,NE,USA
LBL,Liberal,KS,USA
LBO,Lebanon,MO,USA
LBT,Lumberton,NC,USA
LBX,Angleton,TX,USA
LCG,Wayne,NE,USA
LCH,Lake Charles,LA,USA
LCI,Laconia,NH,USA
LCK,Columbus,OH,USA
LCQ,Lake City,FL,USA
LDJ,Linden,NJ,USA
LDM,Ludington,MI,USA
LEB,Lebanon,NH,USA
LEE,Leesburg,FL,USA
LEM,Lemmon,SD,USA
LEW,Auburn-Lewiston,ME,USA
LEX,Lexington,KY,USA
LFK,Lufkin,TX,USA
LFT,Lafayette,LA,USA
LGA,New York,NY,USA
LGB,Long Beach,CA,USA
LGC,Lagrange,GA,USA
LGD,La Grande,OR,USA
LGU,Logan,UT,USA
LHD,Anchorage,AK,USA
LHM,Lincoln,CA,USA
LHQ,Lancaster,OH,USA
LHV,Lock Haven,PA,USA
LHX,La Junta,CO,USA
LHZ,Louisburg,NC,USA
LIC,Limon,CO,USA
LIH,Lihue,HI,USA
LIT,Little Rock,AR,USA
LJF,Litchfield,MN,USA
LKP,Lake Placid,NY,USA
LKR,Lancaster,SC,USA
LKU,Louisa,VA,USA
LKV,Lakeview,OR,USA
LLJ,Challis,ID,USA
LLQ,Monticello,AR,USA
LLU,Lamar,MO,USA
LMS,Louisville,MS,USA
LMT,Klamath Falls,OR,USA
LNA,Lantana,FL,USA
LNC,Lancaster,TX,USA
LND,Lander,WY,USA
LNK,Lincoln,NE,USA
LNL,Land O' Lakes,WI,USA
LNN,Willoughby,OH,USA
LNP,Wise,VA,USA
LNS,Lancaster,PA,USA
LNY,Lanai City,HI,USA
LOL,Lovelock,NV,USA
LOT,Chicago/Romeoville,IL,USA
LOU,Louisville,KY,USA
LOZ,London,KY,USA
LPC,Lompoc,CA,USA
LPR,Lorain/Elyria,OH,USA
LQK,Pickens,SC,USA
LQR,Larned,KS,USA
LRD,Laredo,TX,USA
LRG,Lincoln,ME,USA
LRJ,Le Mars,IA,USA
LRU,Las Cruces,NM,USA
LSB,Lordsburg,NM,USA
LSE,La Crosse,WI,USA
LSK,Lusk,WY,USA
LSN,Los Banos,CA,USA
LUG,Lewisburg,TN,USA
LUK,Cincinnati,OH,USA
LUL,Laurel,MS,USA
LUP,Kalaupapa,HI,USA
LVJ,Houston,TX,USA
LVK,Livermore,CA,USA
LVM,Livingston,MT,USA
LVN,Minneapolis,MN,USA
LVS,Las Vegas,NM,USA
LWB,Lewisburg,WV,USA
LWC,Lawrence,KS,USA
LWD,Lamoni,IA,USA
LWL,Wells,NV,USA
LWM,Lawrence,MA,USA
LWS,Lewiston,ID,USA
LWT,Lewistown,MT,USA
LWV,Lawrenceville,IL,USA
LXL,Little Falls,MN,USA
LXN,Lexington,NE,USA
LXT,Lee's Summit,MO,USA
LXV,Leadville,CO,USA
LXY,Mexia,TX,USA
LYH,Lynchburg,VA,USA
LYO,Lyons,KS,USA
LZU,Lawrenceville,GA,USA
M01,Memphis,TN,USA
M02,Dickson,TN,USA
M03,Conway,AR,USA
M04,Covington,TN,USA
M05,Caruthersville,MO,USA
M08,Bolivar,TN,USA
M09,Piedmont,MO,USA
M11,Crystal Springs,MS,USA
M13,Poplarville,MS,USA
M15,Linden,TN,USA
M16,Raymond,MS,USA
M17,Bolivar,MO,USA
M18,Hope,AR,USA
M19,Newport,AR,USA
M21,Greenville,KY,USA
M22,Russellville,AL,USA
M23,Newton,MS,USA
M24,Wiggins,MS,USA
M25,Mayfield,KY,USA
M27,Waldron,AR,USA
M29,Clifton,TN,USA
M30,Metropolis,IL,USA
M32,Lake Village,AR,USA
M33,Gallatin,TN,USA
M34,Gilbertsville,KY,USA
M36,Brinkley,AR,USA
M37,Drew,MS,USA
M39,Mena,AR,USA
M40,Aberdeen-Amory,MS,USA
M41,Holly Springs,MS,USA
M43,Prentiss,MS,USA
M44,Houston,MS,USA
M46,Colstrip,MT,USA
M48,Houston,MO,USA
M52,Lexington,TN,USA
M53,Humboldt,TN,USA
M54,Lebanon,TN,USA
M58,Monett,MO,USA
M59,Richton,MS,USA
M60,Augusta,AR,USA
M65,Wynne,AR,USA
M70,Pocahontas,AR,USA
M72,New Albany,MS,USA
M73,Almyra,AR,USA
M75,Malta,MT,USA
M76,Picayune,MS,USA
M77,Nashville,AR,USA
M78,Malvern,AR,USA
M79,Rayville,LA,USA
M82,Huntsville,AL,USA
M83,West Point,MS,USA
M89,Arkadelphia,AR,USA
M91,Springfield,TN,USA
M95,Fayette,AL,USA
M97,Tunica,MS,USA
M99,Benton,AR,USA
MAC,Macon,GA,USA
MAE,Madera,CA,USA
MAF,Midland,TX,USA
MAI,Marianna,FL,USA
MAL,Malone,NY,USA
MAO,Marion,SC,USA
MAW,Malden,MO,USA
MAZ,Mayaguez,PR,USA
MBG,Mobridge,SD,USA
MBL,Manistee,MI,USA
MBO,Madison,MS,USA
MBS,Saginaw,MI,USA
MBT,Murfreesboro,TN,USA
MBY,Moberly,MO,USA
MCB,McComb,MS,USA
MCD,Mackinac Island,MI,USA
MCE,Merced,CA,USA
MCG,McGrath,AK,USA
MCI,Kansas City,MO,USA
MCK,McCook,NE,USA
MCN,Macon,GA,USA
MCO,Orlando,FL,USA
MCW,Mason City,IA,USA
MCX,Monticello,IN,USA
MCZ,Williamston,NC,USA
MDD,Midland,TX,USA
MDF,Mooreland,OK,USA
MDH,Carbondale,IL,USA
MDR,Medfra,AK,USA
MDS,Madison,SD,USA
MDT,Harrisburg,PA,USA
MDW,Chicago,IL,USA
MDZ,Medford,WI,USA
MEB,Maxton,NC,USA
MEI,Meridian,MS,USA
MEJ,Meade,KS,USA
MEM,Memphis,TN,USA
MER,Atwater,CA,USA
MEV,Minden,NV,USA
MEY,Mapleton,IA,USA
MFD,Mansfield,OH,USA
MFE,McAllen,TX,USA
MFI,Marshfield,WI,USA
MFR,Medford,OR,USA
MFV,Melfa,VA,USA
MGC,Michigan City,IN,USA
MGJ,Montgomery,NY,USA
MGM,Montgomery,AL,USA
MGR,Moultrie,GA,USA
MGW,Morgantown,WV,USA
MGY,Dayton,OH,USA
MHE,Mitchell,SD,USA
MHK,Manhattan,KS,USA
MHL,Marshall,MO,USA
MHM,Minchumina,AK,USA
MHP,Metter,GA,USA
MHR,Sacramento,CA,USA
MHT,Manchester,NH,USA
MHV,Mojave,CA,USA
MIA,Miami,FL,USA
MIB,NA,NA,USA
MIC,Minneapolis,MN,USA
MIE,Muncie,IN,USA
MIO,Miami,OK,USA
MIT,Shafter,CA,USA
MIV,Millville,NJ,USA
MIW,Marshalltown,IA,USA
MJQ,Jackson,MN,USA
MJX,Toms River,NJ,USA
MKA,Miller,SD,USA
MKC,Kansas City,MO,USA
MKE,Milwaukee,WI,USA
MKG,Muskegon,MI,USA
MKJ,Marion,VA,USA
MKK,Kaunakakai,HI,USA
MKL,Jackson,TN,USA
MKO,Muskogee,OK,USA
MKT,Mankato,MN,USA
MKV,Marksville,LA,USA
MKY,Marco Island,FL,USA
MLB,Melbourne,FL,USA
MLC,McAlester,OK,USA
MLE,Omaha,NE,USA
MLF,Milford,UT,USA
MLI,Moline,IL,USA
MLJ,Milledgeville,GA,USA
MLL,Marshall,AK,USA
MLS,Miles City,MT,USA
MLT,Millinocket,ME,USA
MLU,Monroe,LA,USA
MLY,Manley Hot Springs,AK,USA
MMH,Mammoth Lakes,CA,USA
MMI,Athens,TN,USA
MMK,Meriden,CT,USA
MML,Marshall,MN,USA
MMU,Morristown,NJ,USA
MMV,McMinnville,OR,USA
MNF,Mountain View,MO,USA
MNI,Manning,SC,USA
MNM,Menominee,MI,USA
MNN,Marion,OH,USA
MNV,Madisonville,TN,USA
MNZ,Hamilton,TX,USA
MO6,Washington,MO,USA
MO85,Harrisonville,MO,USA
MOB,Mobile,AL,USA
MOD,Modesto,CA,USA
MOP,Mount Pleasant,MI,USA
MOR,Morristown,TN,USA
MOT,Minot,ND,USA
MOU,Mountain Village,AK,USA
MOX,Morris,MN,USA
MPE,Philadelphia,MS,USA
MPJ,Morrilton,AR,USA
MPO,Mount Pocono,PA,USA
MPR,McPherson,KS,USA
MPV,Barre-Montpelier,VT,USA
MPZ,Mount Pleasant,IA,USA
MQB,Macomb,IL,USA
MQI,Manteo,NC,USA
MQJ,Indianapolis,IN,USA
MQT,NA,NA,USA
MQW,McRae,GA,USA
MQY,Smyrna,TN,USA
MRB,Martinsburg,WV,USA
MRC,Columbia-Mt Pleasant,TN,USA
MRF,Marfa,TX,USA
MRH,Beaufort,NC,USA
MRI,Anchorage,AK,USA
MRJ,Mineral Point,WI,USA
MRN,Morganton,NC,USA
MRY,Monterey,CA,USA
MSA,Mount Pleasant,TX,USA
MSL,Muscle Shoals,AL,USA
MSN,Madison,WI,USA
MSO,Missoula,MT,USA
MSP,Minneapolis,MN,USA
MSS,Massena,NY,USA
MSV,Monticello,NY,USA
MSY,New Orleans,LA,USA
MTH,Marathon,FL,USA
MTJ,Montrose,CO,USA
MTM,Metlakatla,AK,USA
MTN,Baltimore,MD,USA
MTO,Mattoon-Charleston,IL,USA
MTP,Montauk,NY,USA
MTV,Martinsville,VA,USA
MTW,Manitowoc,WI,USA
MUE,Kamuela,HI,USA
MUT,Muscatine,IA,USA
MVC,Monroeville,AL,USA
MVE,Montevideo,MN,USA
MVI,Monte Vista,CO,USA
MVL,Morrisville,VT,USA
MVM,Machias,ME,USA
MVN,Mt. Vernon,IL,USA
MVY,Marthas Vineyard,MA,USA
MWA,Marion,IL,USA
MWC,Milwaukee,WI,USA
MWH,Moses Lake,WA,USA
MWK,Mount Airy,NC,USA
MWL,Mineral Wells,TX,USA
MWM,Windom,MN,USA
MWO,Middletown,OH,USA
MXA,Manila,AR,USA
MXO,Monticello,IA,USA
MYF,San Diego,CA,USA
MYK,May Creek,AK,USA
MYL,McCall,ID,USA
MYR,Myrtle Beach,SC,USA
MYU,Mekoryuk,AK,USA
MYV,Marysville,CA,USA
MYZ,Marysville,KS,USA
MZJ,Marana,AZ,USA
MZZ,Marion,IN,USA
N00,Lexington,NY,USA
N03,Cortland,NY,USA
N04,Madison,CT,USA
N07,Lincoln Park,NJ,USA
N10,Collegeville,PA,USA
N12,Lakewood,NJ,USA
N13,Bloomsburg,PA,USA
N14,Lumbrerton,NJ,USA
N23,Sidney,NY,USA
N24,Questa,NM,USA
N25,"Westport, NY",NY,USA
N27,Towanda,PA,USA
N29,Magdalena,NM,USA
N30,Honesdale,PA,USA
N35,Punxsutawney,PA,USA
N37,Monticello ,NY,USA
N38,Wellsboro,PA,USA
N40,Pittstown,NJ,USA
N47,Pottstown,PA,USA
N51,Readington,NJ,USA
N53,East Stroudsburg,PA,USA
N57,Toughkenamon,PA,USA
N66,Oneonta,NY,USA
N67,Ambler,PA,USA
N68,Chambersburg,PA,USA
N69,Stormville,NY,USA
N72,Warwick,NY,USA
N73,Vincentown,NJ,USA
N79,Shamokin,PA,USA
N81,Hammonton,NJ,USA
N82,Wurtsboro,NY,USA
N85,Pittstown,NJ,USA
N87,Robbinsville,NJ,USA
N89,Ellenville,NY,USA
N93,Golovin,AK,USA
N99,West Chester,PA,USA
NC14,Reidsville,NC,USA
NC67,West Jefferson,NC,USA
ND06,Cavalier,ND,USA
ND12,Ellendale,ND,USA
ND17,Harvey,ND,USA
ND26,Kenmare,ND,USA
ND28,Lakota,ND,USA
ND29,La Moure (New Site),ND,USA
ND33,Linton,ND,USA
ND44,Mott,ND,USA
ND66,Washburn,ND,USA
NEW,New Orleans,LA,USA
NH12,Plymouth,NH,USA
NK03,Durhamville,NY,USA
NQA,Millington,TN,USA
NRN,Norton,KS,USA
NUL,Nulato,AK,USA
NVD,Nevada,MO,USA
NY0,Johnstown,NY,USA
O02,Beckwourth,CA,USA
O05,Chester,CA,USA
O08,Colusa,CA,USA
O09,Covelo,CA,USA
O11,Stilwell,OK,USA
O15,Turlock,CA,USA
O16,Garberville,CA,USA
O17,Grass Valley,CA,USA
O19,Eureka,CA,USA
O21,Hoopa,CA,USA
O22,Columbia,CA,USA
O24,Lee Vining,CA,USA
O26,Lone Pine,CA,USA
O27,Oakdale,CA,USA
O28,Willits,CA,USA
O31,Healdsburg,CA,USA
O32,Reedley,CA,USA
O35,Hollis,OK,USA
O37,Orland,CA,USA
O41,Woodland,CA,USA
O42,Woodlake,CA,USA
O43,Yerington,NV,USA
O45,Hooker,OK,USA
O46,Weed,CA,USA
O47,Prague,OK,USA
O48,Little River,CA,USA
O52,Yuba City,CA,USA
O53,Medford,OK,USA
O54,Weaverville,CA,USA
O57,Bridgeport,CA,USA
O59,Cedarville,CA,USA
O60,Cloverdale,CA,USA
O61,Cameron Park,CA,USA
O65,Okeene,OK,USA
O68,Mariposa,CA,USA
O69,Petaluma,CA,USA
O70,Jackson,CA,USA
O81,Tulelake,CA,USA
O85,Redding,CA,USA
O86,Trinity Center,CA,USA
O88,Rio Vista,CA,USA
O89,Fall River Mills,CA,USA
OAJ,Jacksonville,NC,USA
OAK,Oakland,CA,USA
OAR,Marina,CA,USA
OBE,Okeechobee,FL,USA
OBU,Kobuk,AK,USA
OCF,Ocala,FL,USA
OCH,Nacogdoches,TX,USA
OCQ,Oconto,WI,USA
OCW,Washington,NC,USA
ODO,Odessa,TX,USA
ODX,Ord,NE,USA
OEB,Coldwater,MI,USA
OEL,Oakley,KS,USA
OEO,Osceola,WI,USA
OFK,Norfolk,NE,USA
OFP,Richmond,VA,USA
OGA,Ogallala,NE,USA
OGB,Orangeburg,SC,USA
OGD,Ogden,UT,USA
OGG,Kahului,HI,USA
OGM,Ontonagon,MI,USA
OGS,Ogdensburg,NY,USA
OH17,Napoleon,OH,USA
OH21,Norwalk,OH,USA
OH30,Put In Bay,OH,USA
OIC,Norwich,NY,USA
OIN,Oberlin,KS,USA
OJC,Olathe,KS,USA
OKB,Oceanside,CA,USA
OKC,Oklahoma City,OK,USA
OKK,Kokomo,IN,USA
OKM,Okmulgee,OK,USA
OKS,Oshkosh,NE,USA
OKV,Winchester,VA,USA
OKZ,Sandersville,GA,USA
OLD,Old Town,ME,USA
OLE,Olean,NY,USA
OLF,Wolf Point,MT,USA
OLM,Olympia,WA,USA
OLS,Nogales,AZ,USA
OLU,Columbus,NE,USA
OLV,Olive Branch,MS,USA
OLY,Olney-Noble,IL,USA
OLZ,Oelwein,IA,USA
OMA,Omaha,NE,USA
OME,Nome,AK,USA
OMH,Orange,VA,USA
OMK,Omak,WA,USA
OMN,Ormond Beach,FL,USA
ONA,Winona,MN,USA
ONL,O Neill,NE,USA
ONM,Socorro,NM,USA
ONO,Ontario,OR,USA
ONP,Newport,OR,USA
ONT,Ontario,CA,USA
ONY,Olney,TX,USA
ONZ,Detroit - Grosse Ile,MI,USA
OOA,Oskaloosa,IA,USA
OOH,Hoonah,AK,USA
OOK,Toksook Bay,AK,USA
OPF,Miami,FL,USA
OPL,Opelousas,LA,USA
OPN,Thomaston,GA,USA
OQU,North Kingstown,RI,USA
OQW,Maquoketa,IA,USA
OR33,Boardman,OR,USA
ORB,Orr,MN,USA
ORC,Orange City,IA,USA
ORD,Chicago,IL,USA
ORE,Orange,MA,USA
ORF,Norfolk,VA,USA
ORG,Orange,TX,USA
ORH,Worcester,MA,USA
ORI,Port Lions,AK,USA
ORL,Orlando,FL,USA
