iata,city,state,country
ORS,Eastsound,WA,USA
ORT,Northway,AK,USA
ORV,Noorvik,AK,USA
OSC,Oscoda,MI,USA
OSH,Oshkosh,WI,USA
OSU,Columbus,OH,USA
OSX,Kosciusko,MS,USA
OTG,Worthington,MN,USA
OTH,North Bend,OR,USA
OTM,Ottumwa,IA,USA
OTZ,Kotzebue,AK,USA
OUN,Norman,OK,USA
OVE,Oroville,CA,USA
OVO,North Vernon,IN,USA
OVS,Boscobel,WI,USA
OWA,Owatonna,MN,USA
OWB,Owensboro,KY,USA
OWD,Norwood,MA,USA
OWI,Ottawa,KS,USA
OWK,Norridgewock,ME,USA
OWX,Ottawa,OH,USA
OXB,Ocean City,MD,USA
OXC,Oxford,CT,USA
OXD,Oxford,OH,USA
OXI,Knox,IN,USA
OXR,Oxnard,CA,USA
OXV,Knoxville,IA,USA
OYM,St Marys,PA,USA
OZA,Ozona,TX,USA
OZW,Howell,MI,USA
P01,Ajo,AZ,USA
P04,Bisbee,AZ,USA
P08,Coolidge,AZ,USA
P13,Globe,AZ,USA
P14,Holbrook,AZ,USA
P20,Parker,AZ,USA
P32,Williams,AZ,USA
P33,Willcox,AZ,USA
P45,Mount Pleasant,PA,USA
P52,Cottonwood,AZ,USA
P53,Monongahela,PA,USA
PAE,Everett,WA,USA
PAH,Paducah,KY,USA
PAK,Hanapepe,HI,USA
PAN,Payson,AZ,USA
PAO,Palo Alto,CA,USA
PAQ,Palmer,AK,USA
PBF,Pine Bluff,AR,USA
PBH,Phillips,WI,USA
PBI,West Palm Beach,FL,USA
PBV,St. George,AK,USA
PCK,Porcupine Creek,AK,USA
PCM,Plant City,FL,USA
PCW,Port Clinton,OH,USA
PCZ,Waupaca,WI,USA
PDC,Prairie Du Chien,WI,USA
PDK,Atlanta,GA,USA
PDT,Pendleton,OR,USA
PDX,Portland,OR,USA
PEA,Pella,IA,USA
PEC,Pelican,AK,USA
PEO,Penn Yan,NY,USA
PEQ,Pecos City,TX,USA
PEZ,Pleasanton,TX,USA
PFN,Panama City,FL,USA
PGA,Page,AZ,USA
PGD,Punta Gorda,FL,USA
PGM,Port Graham,AK,USA
PGR,Paragould,AR,USA
PGV,Greenville,NC,USA
PHD,New Philadelphia,OH,USA
PHF,Newport News,VA,USA
PHG,Phillipsburg,KS,USA
PHH,Andrews,SC,USA
PHK,Pahokee,FL,USA
PHL,Philadelphia,PA,USA
PHN,Port Huron,MI,USA
PHO,Point Hope,AK,USA
PHP,Philip,SD,USA
PHT,Paris,TN,USA
PHX,Phoenix,AZ,USA
PIA,Peoria,IL,USA
PIB,Hattiesburg-Laurel,MS,USA
PIE,St. Petersburg,FL,USA
PIH,Pocatello,ID,USA
PIL,Port Isabel,TX,USA
PIM,Pine Mountain,GA,USA
PIR,Pierre,SD,USA
PIT,Pittsburgh,PA,USA
PIZ,Point Lay,AK,USA
PJY,Pinckneyville-Duquoin,IL,USA
PKA,Napaskiak,AK,USA
PKB,Parkersburg,WV,USA
PKD,Park Rapids,MN,USA
PKF,Park Falls,WI,USA
PLB,Plattsburgh,NY,USA
PLD,Portland,IN,USA
PLN,Pellston,MI,USA
PLR,Pell City,AL,USA
PMB,Pembina,ND,USA
PMD,Palmdale,CA,USA
PMH,Portsmouth,OH,USA
PMP,Pompano Beach,FL,USA
PMV,Plattsmouth,NE,USA
PMX,Palmer,MA,USA
PMZ,Plymouth,NC,USA
PNA,Pinedale,WY,USA
PNC,Ponca City,OK,USA
PNE,Philadelphia,PA,USA
PNM,Princeton,MN,USA
PNN,Princeton,ME,USA
PNP,Pilot Point,AK,USA
PNS,Pensacola,FL,USA
POC,La Verne,CA,USA
POF,Poplar Bluff,MO,USA
POH,Pocahontas,IA,USA
POU,Poughkeepsie,NY,USA
POY,Powell,WY,USA
PPA,Pampa,TX,USA
PPC,Prospect Creek,AK,USA
PPF,Parsons,KS,USA
PPG,Pago Pago,AS,USA
PPO,La Porte,IN,USA
PPQ,Pittsfield,IL,USA
PQI,Presque Isle,ME,USA
PQL,Pascagoula,MS,USA
PQN,Pipestone,MN,USA
PR03,Fajardo,PR,USA
PRB,Paso Robles,CA,USA
PRC,Prescott,AZ,USA
PRG,Paris,IL,USA
PRN,Greenville,AL,USA
PRO,Perry,IA,USA
PRX,Paris,TX,USA
PSB,Philipsburg,PA,USA
PSC,Pasco,WA,USA
PSE,Ponce,PR,USA
PSF,Pittsfield,MA,USA
PSG,Petersburg,AK,USA
PSK,Dublin,VA,USA
PSM,Portsmouth,NH,USA
PSN,Palestine,TX,USA
PSP,Palm Springs,CA,USA
PSX,Palacios,TX,USA
PTB,Petersburg,VA,USA
PTD,Potsdam,NY,USA
PTH,Port Heiden,AK,USA
PTK,Pontiac,MI,USA
PTN,Patterson,LA,USA
PTS,Pittsburg,KS,USA
PTT,Pratt,KS,USA
PTU,Platinum,AK,USA
PTV,Porterville,CA,USA
PTW,Pottstown,PA,USA
PUB,Pueblo,CO,USA
PUC,Price,UT,USA
PUW,"Pullman/Moscow,ID",WA,USA
PVB,Platteville,WI,USA
PVC,Provincetown,MA,USA
PVD,Providence,RI,USA
PVF,Placerville,CA,USA
PVG,Portsmouth,VA,USA
PVJ,Pauls Valley,OK,USA
PVU,Provo,UT,USA
PVW,Plainview,TX,USA
PWA,Oklahoma City,OK,USA
PWC,Pine River,MN,USA
PWD,Plentywood,MT,USA
PWG,Waco,TX,USA
PWK,Chicago/Wheeling/Prospect Heights,IL,USA
PWM,Portland,ME,USA
PWT,Bremerton,WA,USA
PXE,Perry,GA,USA
PYG,Pageland,SC,USA
PYM,Plymouth,MA,USA
PYX,Perryton,TX,USA
PZQ,Rogers City,MI,USA
Q00,Littlefield,TX,USA
Q06,Tulia,TX,USA
Q14,Espanola,NM,USA
Q16,Reserve,NM,USA
Q17,Boonville,CA,USA
Q21,Brownsville,CA,USA
Q24,Levelland,TX,USA
Q25,Dinsmore,CA,USA
Q26,Brownfield,TX,USA
Q31,Visalia,CA,USA
Q34,Portales,NM,USA
Q35,Springerville,AZ,USA
Q37,Carrizozo,NM,USA
Q41,Floydada,TX,USA
Q42,Springer,NM,USA
Q44,Beaver,OK,USA
Q49,Firebaugh,CA,USA
Q53,Franklin,CA,USA
Q55,Dimmitt,TX,USA
Q58,Santa Rosa,NM,USA
Q61,Georgetown,CA,USA
Q68,Groveland,CA,USA
Q72,Hayfork,CA,USA
Q84,Mendota,CA,USA
Q88,Paradise,CA,USA
Q94,Rio Linda,CA,USA
Q95,Ruth,CA,USA
Q99,San Martin,CA,USA
RAC,Racine,WI,USA
RAL,Riverside,CA,USA
RAP,Rapid City,SD,USA
RBD,Dallas,TX,USA
RBE,Bassett,NE,USA
RBG,Roseburg,OR,USA
RBL,Red Bluff,CA,USA
RBW,Walterboro,SC,USA
RBY,Ruby,AK,USA
RCA,NA,NA,USA
RCR,Rochester,IN,USA
RCX,Ladysmith,WI,USA
RDD,Redding,CA,USA
RDG,Reading,PA,USA
RDK,Red Oak,IA,USA
RDM,Redmond,OR,USA
RDR,NA,NA,USA
RDU,Raleigh,NC,USA
RDV,Red Devil,AK,USA
RED,Red Lodge,MT,USA
RFD,Rockford,IL,USA
RFG,Refugio,TX,USA
RGK,Red Wing,MN,USA
RHI,Rhinelander,WI,USA
RHV,San Jose,CA,USA
RIC,Richmond,VA,USA
RID,Richmond,IN,USA
RIF,Richfield,UT,USA
RIL,Rifle,CO,USA
RIU,Rancho Murieta,CA,USA
RIV,Riverside,CA,USA
RIW,Riverton,WY,USA
RKD,Rockland,ME,USA
RKP,Rockport,TX,USA
RKR,Poteau,OK,USA
RKS,Rock Springs,WY,USA
RKW,Rockwood,TN,USA
RLD,Richland,WA,USA
RME,Rome,NY,USA
RMG,Rome,GA,USA
RMP,Rampart,AK,USA
RMY,Marshall,MI,USA
RNC,McMinnville,TN,USA
RNH,New Richmond,WI,USA
RNM,Ramona,CA,USA
RNO,Reno,NV,USA
RNT,Renton,WA,USA
RNV,Cleveland,MS,USA
ROA,Roanoke,VA,USA
ROC,Rochester,NY,USA
ROG,Rogers,AR,USA
ROP,NA,NA,Thailand
ROR,NA,NA,Palau
ROS,Rush City,MN,USA
ROW,Roswell,NM,USA
ROX,Roseau,MN,USA
RPB,Belleville,KS,USA
RPD,Rice Lake,WI,USA
RPX,Roundup,MT,USA
RQB,Big Rapids,MI,USA
RQE,Window Rock,AZ,USA
RRL,Merrill,WI,USA
RRT,Warroad,MN,USA
RSH,Russian Mission,AK,USA
RSL,Russell,KS,USA
RSN,Ruston,LA,USA
RST,Rochester,MN,USA
RSV,Robinson,IL,USA
RSW,Ft. Myers,FL,USA
RTN,Raton,NM,USA
RUE,Russellville,AR,USA
RUG,Rugby,ND,USA
RUQ,Salisbury,NC,USA
RUT,Rutland,VT,USA
RVJ,Reidsville,GA,USA
RVL,Reedsville,PA,USA
RVN,Rogersville,TN,USA
RVS,Tulsa,OK,USA
RWF,Redwood Falls,MN,USA
RWI,Rocky Mount,NC,USA
RWL,Rawlins,WY,USA
RWN,Winamac,IN,USA
RXE,Rexburg,ID,USA
RYN,Tucson,AZ,USA
RYV,Watertown,WI,USA
RYY,Marietta,GA,USA
RZL,Rensselaer,IN,USA
RZN,Siren,WI,USA
RZT,Chillicothe,OH,USA
RZZ,Roanoke Rapids,NC,USA
S01,Conrad,MT,USA
S03,Ashland,OR,USA
S05,Bandon,OR,USA
S07,Bend,OR,USA
S10,Chelan,WA,USA
S12,Albany,OR,USA
S18,Forks,WA,USA
S21,Sunriver,OR,USA
S23,Ione,WA,USA
S24,Fremont,OH,USA
S25,Watford City,ND,USA
S27,Kalispell,MT,USA
S28,Dunseith,ND,USA
S30,Lebanon,OR,USA
S31,Lopez,WA,USA
S32,Cooperstown,ND,USA
S33,Madras,OR,USA
S34,Plains,MT,USA
S39,Prineville,OR,USA
S40,Prosser,WA,USA
S43,Snohomish,WA,USA
S45,Siletz Bay (Gleneden Beach),OR,USA
S47,Tillamook,OR,USA
S50,Auburn,WA,USA
S52,Winthrop,WA,USA
S59,Libby,MT,USA
S60,Kenmore,WA,USA
S64,Stanford,MT,USA
S66,Homedale,ID,USA
S67,Nampa,ID,USA
S68,Orofino,ID,USA
S69,Lincoln,MT,USA
S70,Othello,WA,USA
S71,Chinook,MT,USA
S72,St Maries,ID,USA
S73,Kamiah,ID,USA
S80,Grangeville,ID,USA
S83,Kellogg,ID,USA
S85,Culbertson,MT,USA
S87,Weiser,ID,USA
S89,Craigmont,ID,USA
S93,Cle Elum,WA,USA
S94,Colfax,WA,USA
S97,Brewster,WA,USA
SAA,Saratoga,WY,USA
SAC,Sacramento,CA,USA
SAD,Safford,AZ,USA
SAF,Santa Fe,NM,USA
SAN,San Diego,CA,USA
SAR,Sparta,IL,USA
SAT,San Antonio,TX,USA
SAV,Savannah,GA,USA
SAW,Gwinn,MI,USA
SAZ,Staples,MN,USA
SBA,Santa Barbara,CA,USA
SBD,San Bernardino,CA,USA
SBM,Sheboygan,WI,USA
SBN,South Bend,IN,USA
SBO,Swainsboro,GA,USA
SBP,San Luis Obispo,CA,USA
SBS,Steamboat Springs,CO,USA
SBU,Blue Earth,MN,USA
SBX,Shelby,MT,USA
SBY,Salisbury,MD,USA
SCB,Scribner,NE,USA
SCC,Deadhorse,AK,USA
SCD,Sylacauga,AL,USA
SCE,NA,NA,USA
SCH,Schenectady,NY,USA
SCK,Stockton,CA,USA
SCM,Scammon Bay,AK,USA
SCX,Oneida,TN,USA
SD07,Bison,SD,USA
SD10,Canton,SD,USA
SD12,De Smet,SD,USA
SD16,Eureka,SD,USA
SD18,Flandreau,SD,USA
SD22,Hoven,SD,USA
SD28,McLaughlin,SD,USA
SD32,Murdo,SD,USA
SD33,Parkston,SD,USA
SD34,Presho,SD,USA
SDA,Shenandoah,IA,USA
SDF,Louisville,KY,USA
SDL,Scottsdale,AZ,USA
SDM,San Diego,CA,USA
SDP,Sand Point,AK,USA
SDY,Sidney,MT,USA
SEA,Seattle,WA,USA
SEE,San Diego (El Cajon),CA,USA
SEF,Sebring,FL,USA
SEG,Selinsgrove,PA,USA
SEM,Selma,AL,USA
SEP,Stephenville,TX,USA
SER,Seymour,IN,USA
SET,St Charles,MO,USA
SEZ,Sedona,AZ,USA
SFB,Orlando,FL,USA
SFD,Winner,SD,USA
SFF,Spokane,WA,USA
SFM,Sanford,ME,USA
SFO,San Francisco,CA,USA
SFQ,Suffolk,VA,USA
SFY,Savanna,IL,USA
SFZ,Pawtucket,RI,USA
SGF,Springfield,MO,USA
SGH,Springfield,OH,USA
SGJ,St. Augustine,FL,USA
SGR,Houston,TX,USA
SGS,South St Paul,MN,USA
SGT,Stuttgart,AR,USA
SGU,St George,UT,USA
SGY,Skagway,AK,USA
SHD,Staunton/Harrisonburg,VA,USA
SHG,Shungnak,AK,USA
SHH,Shishmaref,AK,USA
SHL,Sheldon,IA,USA
SHN,Shelton,WA,USA
SHR,Sheridan,WY,USA
SHV,Shreveport,LA,USA
SHX,Shageluk,AK,USA
SIG,San Juan,PR,USA
SIK,Sikeston,MO,USA
SIT,Sitka,AK,USA
SIV,Sullivan,IN,USA
SIY,Montague,CA,USA
SJC,San Jose,CA,USA
SJN,St Johns,AZ,USA
SJT,San Angelo,TX,USA
SJU,San Juan,PR,USA
SJX,St James,MI,USA
SKA,NA,NA,USA
SKI,Sac City,IA,USA
SKW,Skwentna,AK,USA
SKX,Taos,NM,USA
SLB,Storm Lake,IA,USA
SLC,Salt Lake City,UT,USA
SLE,Salem,OR,USA
SLG,Siloam Springs,AR,USA
SLK,Saranac Lake,NY,USA
SLN,Salina,KS,USA
SLO,Salem,IL,USA
SLQ,Sleetmute,AK,USA
SLR,Sulphur Springs,TX,USA
SMD,Fort Wayne,IN,USA
SME,Somerset,KY,USA
SMF,Sacramento,CA,USA
SMN,Salmon,ID,USA
SMO,Santa Monica,CA,USA
SMQ,Somerville,NJ,USA
SMS,Sumter,SC,USA
SMX,Santa Maria,CA,USA
SNA,Santa Ana,CA,USA
SNH,Savannah,TN,USA
SNK,Snyder,TX,USA
SNL,Shawnee,OK,USA
SNP,St. Paul,AK,USA
SNS,Salinas,CA,USA
SNY,Sidney,NE,USA
SOP,Pinehurst/Southern Pines,NC,USA
SOV,Seldovia,AK,USA
SOW,Show Low,AZ,USA
SPA,Spartanburg,SC,USA
SPB,Scappoose,OR,USA
SPF,Spearfish,SD,USA
SPG,St. Petersburg,FL,USA
SPH,Springhill,LA,USA
SPI,Springfield,IL,USA
SPN,NA,NA,N Mariana Islands
SPS,Wichita Falls,TX,USA
SPW,Spencer,IA,USA
SPX,Houston,TX,USA
SQI,Sterling Rockfalls,IL,USA
SQL,San Carlos,CA,USA
SRB,Sparta,TN,USA
SRC,Searcy,AR,USA
SRQ,Sarasota,FL,USA
SRR,Ruidoso,NM,USA
SRV,Stony River,AK,USA
SSF,San Antonio,TX,USA
SSI,Brunswick,GA,USA
SSQ,Shell Lake,WI,USA
STC,St Cloud,MN,USA
STE,Stevens Point,WI,USA
STF,Starkville,MS,USA
STJ,St Joseph,MO,USA
STK,Sterling,CO,USA
STL,St Louis,MO,USA
STP,St Paul,MN,USA
STS,Santa Rosa,CA,USA
STT,Charlotte Amalie,VI,USA
STX,Christiansted,VI,USA
SUA,Stuart,FL,USA
SUD,Stroud,OK,USA
SUE,Sturgeon Bay,WI,USA
SUN,Hailey,ID,USA
SUS,St Louis,MO,USA
SUT,Southport,NC,USA
SUW,Superior,WI,USA
SUX,Sioux City,IA,USA
SVA,Savoonga,AK,USA
SVC,Silver City,NM,USA
SVE,Susanville,CA,USA
SVH,Statesville,NC,USA
SVS,Stevens Village,AK,USA
SWD,Seward,AK,USA
SWF,Newburgh,NY,USA
SWO,Stillwater,OK,USA
SWT,Seward,NE,USA
SWW,Sweetwater,TX,USA
SXL,Summersville,WV,USA
SXP,Sheldon Point,AK,USA
SXQ,Soldotna,AK,USA
SYF,St Francis,KS,USA
SYI,Shelbyville,TN,USA
SYR,Syracuse,NY,USA
SYV,Sylvester,GA,USA
SZP,Santa Paula,CA,USA
SZT,Sandpoint,ID,USA
SZY,Selmer,TN,USA
T00,Anahauac,TX,USA
T03,Tuba City,AZ,USA
T08,Tomahawk,WI,USA
T18,Falfurrias,TX,USA
T28,Lampasas,TX,USA
T35,Cameron,TX,USA
T36,Tylertown,MS,USA
T41,La Porte,TX,USA
T44,Kodiak,AK,USA
T47,Wichita Falls,TX,USA
T49,Big Spring,TX,USA
T53,Robstown,TX,USA
T56,Crockett,TX,USA
T57,Garland,TX,USA
T60,Aspermont,TX,USA
T65,Weslaco,TX,USA
T69,Sinton,TX,USA
T71,Cuero,TX,USA
T72,Hearne,TX,USA
T74,Taylor,TX,USA
T78,Liberty,TX,USA
T80,Kingsville,TX,USA
T82,Fredericksburg,TX,USA
T89,Castroville,TX,USA
T90,Winnie/Stowell,TX,USA
T97,Port Lavaca,TX,USA
TAD,Trinidad,CO,USA
TAL,Tanana,AK,USA
TAN,Taunton,MA,USA
TAZ,Taylorville,IL,USA
TBN,Fort Leonard Wood,MO,USA
TBR,Statesboro,GA,USA
TCC,Tucumcari,NM,USA
TCL,Tuscaloosa,AL,USA
TCS,Truth Or Consequences,NM,USA
TCT,Takotna,AK,USA
TCY,Tracy,CA,USA
TDF,Roxboro,NC,USA
TDO,Toledo,WA,USA
TDZ,Toledo,OH,USA
TEB,Teterboro,NJ,USA
TEL,Tell City,IN,USA
TEW,Mason,MI,USA
TEX,Telluride,CO,USA
TGC,Trenton,TN,USA
TGI,Tangier,VA,USA
THA,Tullahoma,TN,USA
THM,Thompson Falls,MT,USA
THP,Thermopolis,WY,USA
THV,York,PA,USA
TIW,Tacoma,WA,USA
TIX,Titusville,FL,USA
TKA,Talkeetna,AK,USA
TKE,Tenakee Springs,AK,USA
TKI,McKinney,TX,USA
TKX,Kennett,MO,USA
TLH,Tallahassee,FL,USA
TLR,Tulare,CA,USA
TLT,Tuluksak,AK,USA
TMA,Tifton,GA,USA
TMB,Miami,FL,USA
TNI,Peipeinimaru,CQ,USA
TNP,Twentynine Palms,CA,USA
TNT,Miami,FL,USA
TNU,Newton,IA,USA
TOA,Torrance,CA,USA
TOB,Dodge Center,MN,USA
TOC,Toccoa,GA,USA
TOG,Togiak,AK,USA
TOI,Troy,AL,USA
TOL,Toledo,OH,USA
TOP,Topeka,KS,USA
TOR,Torrington,WY,USA
TPA,Tampa,FL,USA
TPF,Tampa,FL,USA
TPH,Tonopah,NV,USA
TPL,Temple,TX,USA
TPO,Port Alsworth,AK,USA
TQE,Tekamah,NE,USA
TQH,Tahlequah,OK,USA
TQK,Scott City,KS,USA
TRI,Bristol,TN,USA
TRK,Truckee,CA,USA
TRL,Terrell,TX,USA
TRM,Palm Springs,CA,USA
TRX,Trenton,MO,USA
TSO,Carrollton,OH,USA
TSP,Tehachapi,CA,USA
TT01,Shomu-Shon,CQ,USA
TTA,Sanford,NC,USA
TTD,Portland,OR,USA
TTF,Monroe,MI,USA
TTN,Trenton,NJ,USA
TUL,Tulsa,OK,USA
TUP,Tupelo,MS,USA
TUS,Tucson,AZ,USA
TVB,Cabool,MO,USA
TVC,Traverse City,MI,USA
TVF,Thief River Falls,MN,USA
TVI,Thomasville,GA,USA
TVK,Centerville,IA,USA
TVL,South Lake Tahoe,CA,USA
TVR,Tallulah,LA,USA
TVY,Tooele,UT,USA
TWF,Twin Falls,ID,USA
TWM,Two Harbors,MN,USA
TXK,Texarkana,AR,USA
TYL,Taylor,AZ,USA
TYQ,Indianapolis,IN,USA
TYR,Tyler,TX,USA
TYS,Knoxville,TN,USA
TZR,Columbus,OH,USA
TZT,Belle Plaine,IA,USA
TZV,Tompkinsville,KY,USA
U02,Blackfoot,ID,USA
U03,Buhl,ID,USA
U05,Philipsburg,MT,USA
U08,Overton,NV,USA
U10,Preston,ID,USA
U14,Nephi,UT,USA
U25,Dubois,WY,USA
U30,Temple Bar,AZ,USA
U34,Green River,UT,USA
U36,Aberdeen,ID,USA
U42,Salt Lake City,UT,USA
U43,Monticello,UT,USA
U52,Beaver,UT,USA
U55,Panguitch,UT,USA
U59,Driggs,ID,USA
U68,Cowley/Lovell/Byron,WY,USA
U69,Duchesne,UT,USA
U70,Cascade,ID,USA
U76,Mountain Home,ID,USA
U77,Spanish Fork,UT,USA
U82,Council,ID,USA
U96,Halls Crossing,UT,USA
UAO,Aurora,OR,USA
UBE,Cumberland,WI,USA
UBS,Columbus,MS,USA
UBX,Cuba,MO,USA
UCA,Utica,NY,USA
UCP,New Castle,PA,USA
UCY,Union City,TN,USA
UDD,Palm Springs,CA,USA
UDG,Darlington,SC,USA
UES,Waukesha,WI,USA
UGN,Chicago/Waukegan,IL,USA
UIL,Forks,WA,USA
UIN,Quincy,IL,USA
UIZ,Utica,MI,USA
UKF,North Wilkesboro,NC,USA
UKI,Ukiah,CA,USA
UKL,Burlington,KS,USA
UKT,Quakertown,PA,USA
ULM,New Ulm,MN,USA
ULS,Ulysses,KS,USA
UMP,Indianapolis,IN,USA
UNI,Athens/Albany,OH,USA
UNK,Unalakleet,AK,USA
UNO,West Plains,MO,USA
UNU,Juneau,WI,USA
UNV,State College,PA,USA
UOS,Sewanee,TN,USA
UOX,Oxford,MS,USA
UPP,Hawi,HI,USA
USE,Wauseon,OH,USA
UTS,Huntsville,TX,USA
UUO,Willow,AK,USA
UUU,Newport,RI,USA
UUV,Sullivan,MO,USA
UVA,Uvalde,TX,USA
UWL,New Castle,IN,USA
UYF,London,OH,USA
UZA,Rock Hill,SC,USA
VAK,Chevak,AK,USA
VAY,Mount Holly,NJ,USA
VBT,Bentonville,AR,USA
VCB,Vacaville,CA,USA
VCT,Victoria,TX,USA
VCV,Victorville,CA,USA
VDI,Vidalia,GA,USA
VDZ,Valdez,AK,USA
VEE,Venetie,AK,USA
VEL,Vernal,UT,USA
VER,Boonville,MO,USA
VES,Versailles,OH,USA
VGT,Las Vegas,NV,USA
VHN,Van Horn,TX,USA
VIH,Rolla/Vichy,MO,USA
VIQ,Neillsville,WI,USA
VIS,Visalia,CA,USA
VJI,Abingdon,VA,USA
VLA,Vandalia,IL,USA
VLD,Valdosta,GA,USA
VMR,Vermillion,SD,USA
VNC,Venice,FL,USA
VNW,Van Wert,OH,USA
VNY,Van Nuys,CA,USA
VPC,Cartersville,GA,USA
VPS,Valparaiso,FL,USA
VPZ,Valparaiso,IN,USA
VQQ,Jacksonville,FL,USA
VQS,Isla De Vieques,PR,USA
VRB,Vero Beach,FL,USA
VSF,Springfield,VT,USA
VTA,Newark,OH,USA
VTI,Vinton,IA,USA
VTN,Valentine,NE,USA
VUJ,Albemarle,NC,USA
VUO,Vancouver,WA,USA
VVV,Ortonville,MN,USA
VYS,Peru/Lasalle,IL,USA
W04,Ocean Shores,WA,USA
W05,Gettysburg,PA,USA
W11,Menomonie,WI,USA
W22,Buckhannon,WV,USA
W29,Stevensville,MD,USA
W31,Kenbridge,VA,USA
W33,Friday Harbor,WA,USA
W40,Mt Olive,NC,USA
W41,Crisfield,MD,USA
W44,Asheboro,NC,USA
W45,Luray,VA,USA
W66,Warrenton,VA,USA
W78,South Boston,VA,USA
W95,Ocracoke,NC,USA
W96,Quinton,VA,USA
W97,West Point,VA,USA
W99,Petersburg,WV,USA
WA10,Camas/Washougal,WA,USA
WA21,Electric City,WA,USA
WA31,Langley,WA,USA
WA43,Odessa,WA,USA
WAY,Waynesburg,PA,USA
WBB,Stebbins,AK,USA
WBQ,Beaver,AK,USA
WBW,Wilkes-Barre,PA,USA
WCR,Chandalar Lake,AK,USA
WDG,Enid,OK,USA
WDR,Winder,GA,USA
WHP,Los Angeles,CA,USA
WJF,Lancaster,CA,USA
WLD,Winfield/Arkansas City,KS,USA
WLK,Selawik,AK,USA
WLW,Willows,CA,USA
WMC,Winnemucca,NV,USA
WMO,White Mountain,AK,USA
WNA,Napakiak,AK,USA
WRG,Wrangell,AK,USA
WRL,Worland,WY,USA
WSM,Wiseman,AK,USA
WSN,South Naknek,AK,USA
WST,Westerly,RI,USA
WTK,Noatak,AK,USA
WVI,Watsonville,CA,USA
WVL,Waterville,ME,USA
WWD,Wildwood,NJ,USA
WWR,Woodward,OK,USA
WYS,West Yellowstone,MT,USA
X01,Everglades,FL,USA
X06,Arcadia,FL,USA
X07,Lake Wales,FL,USA
X10,Belle Glade,FL,USA
X14,Labelle,FL,USA
X16,Tampa,FL,USA
X21,Titusville,FL,USA
X23,Umatilla,FL,USA
X26,Sebastian,FL,USA
X35,Dunellon,FL,USA
X40,Inverness,FL,USA
X44,Miami,FL,USA
X46,Miami,FL,USA
X47,Bunnell,FL,USA
X51,Homestead,FL,USA
X59,Valkaria,FL,USA
X60,Williston,FL,USA
X63,Humacao,PR,USA
X66,Charlotte Amalie,VI,USA
X67,Christiansted,VI,USA
X95,Fajardo,PR,USA
X96,Cruz Bay,VI,USA
XNA,Fayetteville/Springdale/Rogers,AR,USA
XVG,Longville,MN,USA
Y03,Springfield,SD,USA
Y14,Tea,SD,USA
Y15,Cheboygan,MI,USA
Y19,Mandan,ND,USA
Y27,Fort Yates,ND,USA
Y31,West Branch,MI,USA
Y37,Park River,ND,USA
Y47,New Hudson,MI,USA
Y50,Wautoma,WI,USA
Y51,Viroqua,WI,USA
Y55,Crandon,WI,USA
Y63,Elbow Lake,MN,USA
Y66,Drummond Island,MI,USA
Y68,Tracy,MN,USA
Y70,Ionia,MI,USA
Y74,Parshall,ND,USA
Y83,Sandusky,MI,USA
Y93,Atlanta,MI,USA
YAK,Yakutat,AK,USA
YAP,NA,NA,Federated States of Micronesia
YIP,Detroit,MI,USA
YKM,Yakima,WA,USA
YKN,Yankton,SD,USA
YNG,Youngstown,OH,USA
YUM,Yuma,AZ,USA
Z08,Ofu Village,AS,USA
Z09,Kasigluk,AK,USA
Z13,Akiachak,AK,USA
Z17,Ophir,AK,USA
Z40,Goose Bay,AK,USA
Z55,Lake Louise,AK,USA
Z73,Nelson Lagoon,AK,USA
Z84,Clear A.F.B.,AK,USA
Z91,Birch Creek,AK,USA
Z95,Cibecue,AZ,USA
ZEF,Elkin,NC,USA
ZER,Pottsville,PA,USA
ZPH,Zephyrhills,FL,USA
ZUN,Zuni,NM,USA
ZZV,Zanesville,OH,USA
